category,category_reason,business_name,legal_name,abn,head_office,website,registration_status,registered_until,registration_groups,has_nt_presence,has_darwin_presence,nt_outlets,darwin_outlets,outlet_phone,source_url
disability_company,Pty Ltd / Pty Limited with core disability registration groups,A ONE SUPPORT SERVICES PTY LTD,A One Support Services Pty Ltd,46674956006,"LARRAKEYAH, NT, 0820, AU",,Approved,11 March 2029,"Assist-Life Stage, Transition; Assist-Personal Activities; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Participate Community; Plan Management; Supported Independent Living",yes,yes,A One Support Services Pty Ltd,A One Support Services Pty Ltd,+61473034970,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,A PLUS DISABILITY AND AGED CARE SERVICES PTY LTD,A Plus Disability and Aged Care Services Pty Ltd,49678165298,"MILLNER, NT, 0810, AU",,Approved,01 September 2028,"Assist Access/Maintain Employ; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Spec Support Employ; Supported Independent Living; Vehicle modifications",yes,yes,A Plus Disability and Aged Care Services Pty Ltd,A Plus Disability and Aged Care Services Pty Ltd,,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,A1 LIFESTYLE SERVICES PTY LTD,A1 LIFESTYLE SERVICES PTY LTD,39635645411,"ANULA, NT, 0812, AU",https://www.a1lifestyleservices.com.au,Approved,06 December 2026,"Assist-Life Stage, Transition; Assist-Personal Activities; Development-Life Skills; Participate Community",yes,yes,,,,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,ABILITY CARE SOLUTIONS PTY LTD,ABILITY CARE SOLUTIONS PTY LTD,42640807101,"PARAP, NT, 0820, AU",,Approved,02 July 2027,Specialised Disability Accommodation,yes,yes,Ability Care Solutions | Shoobridge | harris,Ability Care Solutions | Shoobridge | harris,+610477318920,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,ABILITY TO ACHIEVE (ATA) PTY LTD,ABILITY TO ACHIEVE (ATA) PTY LTD,37627814322,"PARAP, NT, 0820, AU",,Approved,14 March 2028,"Assist Personal Activities High; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Community Nursing Care; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Supported Independent Living",yes,yes,Ability To Achieve (ATA),Ability To Achieve (ATA),+610499265584,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,Above and Beyond Life Solutions,Ng Sidhu Pty Ltd,40666316945,"MOIL, NT, 0810, AU",https://www.aboveandbeyondlifesolutions.com.au/,Approved,30 July 2027,Assist Personal Activities High; Assist-Personal Activities; Assist-Travel/Transport; Community Nursing Care; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Supported Independent Living,yes,yes,Above And Beyond Life Solutions,Above And Beyond Life Solutions,,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,ACEE HEALTH SERVICES,Acee Services Pty Ltd.,23684187915,"PALMERSTON CITY, NT, 0830, AU",,Approved,28 April 2028,"Assist Personal Activities High; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Community Nursing Care; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Supported Independent Living",yes,yes,ACEE Health Services | ACEE Health Services - Mobile,ACEE Health Services | ACEE Health Services - Mobile,+610400669092,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,AJS AUSTRALIA DISABILITY SERVICES PTY LTD,Ajs Australia Disability Services Pty Ltd,39670059060,"KARAMA, NT, 0812, AU",,Approved,08 November 2027,"Assist Personal Activities High; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Community Nursing Care; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Supported Independent Living",yes,yes,AJS AUSTRALIA DISABILITY SERVICES PTY LTD,AJS AUSTRALIA DISABILITY SERVICES PTY LTD,+610416831983,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,ALL PEOPLE HOLISTIC SUPPORT PTY LTD,All People Holistic Support Pty Ltd,91688660657,"DRIVER, NT, 0830, AU",,Approved,12 March 2029,Accommodation/Tenancy; Assist-Personal Activities; Assist-Travel/Transport; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Supported Independent Living,yes,yes,All People Holistic Support ? NT Mobile Service,All People Holistic Support ? NT Mobile Service,+610424949085,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,AMAZING GRACE COMMUNITY SERVICES PTY. LTD.,AMAZING GRACE COMMUNITY SERVICES PTY. LTD.,80632289813,"WINNELLIE, NT, 0820, AU",https://www.amazingcommunityservices.com.au,Approved,30 August 2027,"Accommodation/Tenancy; Assist Access/Maintain Employ; Assist Personal Activities High; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Assistive Prod-Household Task; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Supported Independent Living",yes,yes,"130 Stanley Road, Howard Springs, 130 Stanley Road, HOWARD SPRINGS, NT, 0835, AU | 31 Landsborough Street, Bakwell, 31 Landsborough Street, BAKEWELL, NT, 0832, AU | 49 Gairdner Boulevard, 49 Gairdner Boulevard, ANDREWS FARM, SA, 5114, AU | AMAZING GRACE COMMUNITY SERVICES HEAD OFFICE, Unit 2B, 390 Stuart Highway, WINNELLIE, NT, 0820, AU | 40 Hodge Street, Johnston, NT 0832, AU","130 Stanley Road, Howard Springs, 130 Stanley Road, HOWARD SPRINGS, NT, 0835, AU | 31 Landsborough Street, Bakwell, 31 Landsborough Street, BAKEWELL, NT, 0832, AU | 49 Gairdner Boulevard, 49 Gairdner Boulevard, ANDREWS FARM, SA, 5114, AU | AMAZING GRACE COMMUNITY SERVICES HEAD OFFICE, Unit 2B, 390 Stuart Highway, WINNELLIE, NT, 0820, AU | 40 Hodge Street, Johnston, NT 0832, AU",+610889329246,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,ANI'S CARE PTY LTD,Ani's Care Pty Ltd,62657496592,"MILLNER, NT, 0810, AU",https://www.anis-care.com.au,Approved,20 December 2025,"Accommodation/Tenancy; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Daily Tasks/Shared Living; Development-Life Skills; Household Tasks; Innov Community Participation; Participate Community; Supported Independent Living",yes,yes,ANI'S CARE PTY LTD,ANI'S CARE PTY LTD,+610450438175,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,APEX AID HEALTH CARE PTY LTD,Apex Aid Health Care Pty Ltd,84677907881,"LEANYER, NT, 0812, AU",,Approved,14 April 2028,"Assist Personal Activities High; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Assistive Prod-Household Task; Community Nursing Care; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Personal Mobility Equipment; Specialised Disability Accommodation; Supported Independent Living",yes,yes,APEX AID HEALTH CARE,APEX AID HEALTH CARE,+610420662691,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,ARK SUPPORT COORDINATORS PTY LTD,ARK SUPPORT COORDINATORS PTY LTD,68656292063,"NEW TOWN, TAS, 7008, AU",https://arkplanit.com,Approved,30 July 2029,"Assist-Life Stage, Transition; Support Coordination",yes,yes,"Northern Territory, AU","Darwin, AU",+610476271819,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,ASSAD CARE SERVICES,Assad Care NT Pty Ltd,23655962655,"PALMERSTON CITY, NT, 0830, AU",https://www.assadcarent.com,Approved,21 August 2026,Accommodation/Tenancy; Assist-Personal Activities; Assist-Travel/Transport; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Interpret/Translate; Participate Community; Support Coordination; Supported Independent Living; Therapeutic Supports,yes,yes,,,,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,AUSTRALIA ONE SUPPORT SERVICES,Australia One Care Pty Ltd,51662131697,"COCONUT GROVE, NT, 0810, AU",,Approved,16 April 2027,Assist-Personal Activities; Assist-Travel/Transport; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Supported Independent Living,yes,yes,AUSTRALIA ONE CARE PTY LTD,AUSTRALIA ONE CARE PTY LTD,+610456413333,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,AWANA CARE,Awana Care Pty Ltd,16655517043,"WOODROFFE, NT, 0830, AU",https://www.awanacare.com.au,Approved,07 May 2027,"Accommodation/Tenancy; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Specialised Disability Accommodation; Supported Independent Living",yes,yes,Awana Home,Awana Home,+610422420650,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,Bal Cor,Balanced Coordination Support Services Pty Ltd,96657770066,"WINNELLIE, NT, 0820, AU",https://www.balcor.com.au,Approved,13 January 2029,"Accommodation/Tenancy; Assist Access/Maintain Employ; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Behaviour Support; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Supported Independent Living",yes,yes,"BALANCED COORDINATION SUPPORT SERVICES PTY LTD, AU","BALANCED COORDINATION SUPPORT SERVICES PTY LTD, AU",+610477065677,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,BARAKA 4U PTY LTD,Baraka 4u Pty Ltd,36686848019,"ANULA, NT, 0812, AU",,Approved,18 August 2028,"Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Participate Community; Supported Independent Living",yes,yes,"Baraka 4U Pty Ltd, AU","Baraka 4U Pty Ltd, AU",+610469099395,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,BDMS COMMUNITY SERVICES PTY LTD,BDMS COMMUNITY SERVICES PTY LTD,34648955837,"WINNELLIE, NT, 0820, AU",https://www.bdmscommunityservices.com.au,Approved,29 April 2029,Assist Personal Activities High; Assist-Personal Activities; Assist-Travel/Transport; Assistive Prod-Household Task; Community Nursing Care; Daily Tasks/Shared Living; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Specialised Disability Accommodation; Supported Independent Living,yes,yes,"BDMS Community Services, Head office","BDMS Community Services, Head office",+611300108512,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,BEING MENTORS PTY LTD,BEING MENTORS PTY LTD,99643633943,"BURLEIGH HEADS, QLD, 4220, AU",https://www.beingmentors.com.au,Approved,20 October 2028,"Assist Access/Maintain Employ; Assist-Life Stage, Transition; Assist-Personal Activities; Behaviour Support; Daily Tasks/Shared Living; Development-Life Skills; Early Childhood Supports; Group/Centre Activities; Innov Community Participation; Participate Community; Supported Independent Living; Therapeutic Supports",yes,yes,"Being Mentors - NT, Unit 6, 69 Progress Drive, NIGHTCLIFF, NT, 0810, AU","Being Mentors - NT, Unit 6, 69 Progress Drive, NIGHTCLIFF, NT, 0810, AU",+610433844332,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,Better Connections NT PTY LTD,BETTER CONNECTIONS NT PTY LTD,96629424915,"COOLALINGA, NT, 0839, AU",,Approved,24 April 2028,"Assist Access/Maintain Employ; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Participate Community; Supported Independent Living",yes,yes,"Better Connections NT, 36, 465 Stuart Highway, COOLALINGA, NT, 0839, AU","Better Connections NT, 36, 465 Stuart Highway, COOLALINGA, NT, 0839, AU",+610418988770,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,BETTER N BEYOND,SAS INITIATIVE PTY LTD,78641701108,"WINNELLIE, NT, 0820, AU",https://www.betternbeyond.com.au,Approved,22 July 2028,"Accommodation/Tenancy; Assist Access/Maintain Employ; Assist Personal Activities High; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Behaviour Support; Community Nursing Care; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Support Coordination; Supported Independent Living; Therapeutic Supports",yes,yes,"Better n Beyond, T 13,, 60 Winnellie Road, WINNELLIE, NT, 0820, AU","Better n Beyond, T 13,, 60 Winnellie Road, WINNELLIE, NT, 0820, AU",+610493719206,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,Better Rehabilitation,BETTER REHABILITATION PTY. LTD.,80602022435,"MAROUBRA, NSW, 2035, AU",https://www.betterrehab.com.au,Approved,13 July 2029,Behaviour Support; Early Childhood Supports; Ex Phys Pers Training; Therapeutic Supports,yes,yes,"Better Rehab - Darwin NT, AU","Better Rehab - Darwin NT, AU",+611300073422,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,BLUEGUM ABILITY SERVICES PTY LTD,BLUEGUM ABILITY SERVICES PTY LTD,47665282100,"STUART PARK, NT, 0820, AU",https://www.bluegumability.com,Approved,27 March 2027,"Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Participate Community; Supported Independent Living",yes,yes,SIL,SIL,+610439675904,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,BORS COMMUNITY SERVICES,Bors Community Services Pty Ltd,81669522230,"PALMERSTON CITY, NT, 0830, AU",,Approved,25 October 2027,"Assist Access/Maintain Employ; Assist Personal Activities High; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Community Nursing Care; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Spec Support Employ; Supported Independent Living",yes,yes,BORS COMMUNITY SERVICES,BORS COMMUNITY SERVICES,,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,BRAVO CARE SERVICES PTY LTD,BRAVO CARE SERVICES PTY LTD,42654044185,"ROSEBERY, NT, 0832, AU",https://www.bravocare.net,Approved,10 November 2026,"Accommodation/Tenancy; Assist Access/Maintain Employ; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Supported Independent Living",yes,yes,32 McAulay St Rosebery NT 0832 Australia,32 McAulay St Rosebery NT 0832 Australia,+610481248980,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,BRIDGE OF HOPE CARE PTY LTD,Bridge of Hope Care Pty Ltd,35688070224,"ANULA, NT, 0812, AU",,Approved,12 May 2029,"Assist Personal Activities High; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Community Nursing Care; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Supported Independent Living",yes,yes,BRIDGE OF HOPE CARE PTY LTD,BRIDGE OF HOPE CARE PTY LTD,,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,BRIGHTER FUTURES CONSULTING PTY LTD,BRIGHTER FUTURES CONSULTING PTY LTD,75641339915,"WINNELLIE, NT, 0820, AU",,Approved,25 August 2028,"Assist-Life Stage, Transition; Behaviour Support; Group/Centre Activities; Participate Community; Support Coordination; Therapeutic Supports",yes,yes,"T27, Level 1, 60 Winnellie Road, 60 Winnellie Road, WINNELLIE, NT, 0820, AU","T27, Level 1, 60 Winnellie Road, 60 Winnellie Road, WINNELLIE, NT, 0820, AU",+610457944506,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,BRIGHTWAY ABILITIES PTY LTD,Brightway Abilities Pty Ltd,60681859763,"ROSEBERY, NT, 0832, AU",,Approved,10 July 2028,"Accommodation/Tenancy; Assist Access/Maintain Employ; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Community Nursing Care; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Spec Support Employ; Specialised Disability Accommodation; Supported Independent Living",yes,yes,Brightway Abilities,Brightway Abilities,+610422121973,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,BROAD CARE INCLUSIVE DISABILITY SERVICES,BROAD CARE ENTERPRISES PTY LTD,65646669703,"WINNELLIE, NT, 0820, AU",https://26/119 reichardt road winellie 0820,Approved,13 October 2028,"Accommodation/Tenancy; Assist Access/Maintain Employ; Assist Personal Activities High; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Daily Tasks/Shared Living; Development-Life Skills; Household Tasks; Innov Community Participation; Participate Community; Specialised Disability Accommodation; Support Coordination; Supported Independent Living",yes,yes,"Broad Care Inclusive Disability Services, 26, 119, REICHARDT ROAD WINNELLIE, NT, 0820, AU","Broad Care Inclusive Disability Services, 26, 119, REICHARDT ROAD WINNELLIE, NT, 0820, AU",+610402301932,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,BUILD UP NT PTY LTD,Build up NT Pty Ltd,27665035834,"WINNELLIE, NT, 0820, AU",,Approved,01 July 2027,Behaviour Support; Therapeutic Supports,yes,yes,"Build Up NT Main Office, 143 Coonawarra Road, WINNELLIE, NT, 0820, AU","Build Up NT Main Office, 143 Coonawarra Road, WINNELLIE, NT, 0820, AU",,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,CAMERON WELLNESS CENTRE PTY LTD,CAMERON WELLNESS CENTRE PTY LTD,23650769734,"PALMERSTON CITY, NT, 0830, AU",https://www.cameronwellnesscentre.com.au,Approved,06 March 2028,"Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Daily Tasks/Shared Living; Development-Life Skills; Early Childhood Supports; Ex Phys Pers Training; Group/Centre Activities; Home Modification; Household Tasks; Innov Community Participation; Participate Community; Therapeutic Supports",yes,yes,"Geelong, Level 1 Suite 5A, 168 Little Malop Street, GEELONG, VIC, 3220, AU | Melbourne, 855 Plenty Road, SOUTH MORANG, VIC, 3752, AU | Darwin, 15 Palmerston Circuit, PALMERSTON CITY, NT, 0830, AU","Geelong, Level 1 Suite 5A, 168 Little Malop Street, GEELONG, VIC, 3220, AU | Melbourne, 855 Plenty Road, SOUTH MORANG, VIC, 3752, AU | Darwin, 15 Palmerston Circuit, PALMERSTON CITY, NT, 0830, AU",+611800000292,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,CARE 24,IC DISABILITY HOME CARE PTY LTD,66640461392,"WILLIAMS LANDING, VIC, 3027, AU",https://www.care24seven.com.au,Approved,02 December 2027,"Assist Personal Activities High; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Community Nursing Care; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Specialised Disability Accommodation; Supported Independent Living",yes,yes,"Palmerston Office, 1 Palmerston Circuit, PALMERSTON CITY, NT, 0830, AU","Palmerston Office, 1 Palmerston Circuit, PALMERSTON CITY, NT, 0830, AU",+610430083507,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,CARE DOVE,Care Dove Pty Ltd,71670582528,"WINNELLIE, NT, 0820, AU",,Approved,17 October 2027,"Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Plan Management; Supported Independent Living",yes,yes,,,,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,CARE NT PTY LTD,CARE NT PTY LTD,33638567950,"DARWIN CITY, NT, 0800, AU",,Approved,24 September 2027,"Assist Personal Activities High; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Community Nursing Care; Daily Tasks/Shared Living; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Supported Independent Living",yes,yes,Care NT PTY LTD | CARE NT PTY LTD,Care NT PTY LTD | CARE NT PTY LTD,+610484060517,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,CARE TEAM DISABILITY SERVICES PTY LTD,Care Team Disability Services Pty Ltd,90659727447,"YARRAWONGA, NT, 0830, AU",https://careteamservices.com.au,Approved,25 March 2029,"Assist Access/Maintain Employ; Assist Personal Activities High; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Community Nursing Care; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Support Coordination; Supported Independent Living",yes,yes,"Care Team Disability Services, Unit 5, 41 Georgina Crescent, YARRAWONGA, NT, 0830, AU","Care Team Disability Services, Unit 5, 41 Georgina Crescent, YARRAWONGA, NT, 0830, AU",,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,Carer Mates,TOPEND COMMUNITY CARE PTY LTD,72653370837,"JINGILI, NT, 0810, AU",https://www.carermates.com.au/,Approved,16 September 2028,"Assist Personal Activities High; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Community Nursing Care; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Supported Independent Living",yes,yes,"Carer Mates, 5 Hong Street, GILLEN, NT, 0870, AU","Carer Mates, 5 Hong Street, GILLEN, NT, 0870, AU",+610426299563,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,CERTITUDE COMMUNITY SUPPORT SERVICES PTY LTD.,CERTITUDE COMMUNITY SUPPORT SERVICES PTY LTD.,40647030386,"BAKEWELL, NT, 0832, AU",,Approved,30 November 2026,Assist-Personal Activities; Assist-Travel/Transport; Daily Tasks/Shared Living; Development-Life Skills; Household Tasks; Participate Community; Supported Independent Living,yes,yes,Certitude Community Support Services,Certitude Community Support Services,+610469930594,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,Changing Lives Community Services,Changing Lives Community Services Pty Ltd,96659395310,"ROSEBERY, NT, 0832, AU",https://www.changinglivesnt.com.au,Approved,23 April 2029,"Accommodation/Tenancy; Assist Access/Maintain Employ; Assist Personal Activities High; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Community Nursing Care; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Support Coordination; Supported Independent Living",yes,yes,Changing Lives Community Services,Changing Lives Community Services,+610426456607,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,Community Assist,CR CONSULTING PTY LTD,13602002273,"NORWOOD, SA, 5067, AU",https://www.communityassist.com.au,Approved,10 July 2026,"Assist-Life Stage, Transition; Behaviour Support; Ex Phys Pers Training; Support Coordination; Therapeutic Supports",yes,yes,"Community Assist - Darwin, Common Property, 12 Salonika Street, PARAP, NT, 0820, AU","Community Assist - Darwin, Common Property, 12 Salonika Street, PARAP, NT, 0820, AU",+611300500834,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,COMPASSION AND WISDOM CARE,COMPASSION AND WISDOM CARE PTY LTD,71651398051,"BAKEWELL, NT, 0832, AU",,Approved,06 March 2027,Assist Personal Activities High; Assist-Personal Activities; Assist-Travel/Transport; Community Nursing Care; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Supported Independent Living,yes,yes,Compassion and wisdom care,Compassion and wisdom care,+610481979397,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,COMPASSION COMMUNITY CARE (NT) PTY LTD,Compassion Community Care (NT) Pty Ltd,17657044329,"YARRAWONGA, NT, 0830, AU",https://www.cpms.org.au,Approved,30 March 2026,Assist Access/Maintain Employ; Assist Prod-Pers Care/Safety; Assist-Personal Activities; Assist-Travel/Transport; Assistive Equip-Recreation; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Personal Mobility Equipment; Supported Independent Living,yes,yes,"Darwin SIL Home, 1 Roberts Place, MILLNER, NT, 0810, AU | CPMS Milingimbi Centre, 1 Roberts Place, MILLNER, NT, 0810, AU | SIL House Gove, 8 Jasmine Close, NHULUNBUY, NT, 0880, AU | Nhulunbuy SIL Home, 8 Jasmine Close, NHULUNBUY, NT, 0880, AU","Darwin SIL Home, 1 Roberts Place, MILLNER, NT, 0810, AU | CPMS Milingimbi Centre, 1 Roberts Place, MILLNER, NT, 0810, AU | SIL House Gove, 8 Jasmine Close, NHULUNBUY, NT, 0880, AU | Nhulunbuy SIL Home, 8 Jasmine Close, NHULUNBUY, NT, 0880, AU",+610473818298,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
